Name,Number,jd,umag,umag_err,gmag,gmag_err,rmag,rmag_err,imag,imag_err,zmag,zmag_err,Vmag,a_orb,e_orb,i_orb,Delta,R,Phase,H,G,umag_red,gmag_red,rmag_red,imag_red,zmag_red,V
2005_AG61,157470,2453879.66308,23.07,0.56,21.48,0.05,20.88,0.04,20.66,0.05,20.69,0.15,21.13,5.222297565154122,0.01237651843249583,4.735565298631952,4.84,5.118,11.23,13.7,0.15,16.100271784022105,14.510271784022105,13.910271784022104,13.690271784022105,13.720271784022104,14.172271784022104
2005_AX71,157471,2453387.90477,22.93,0.34,21.57,0.04,21.01,0.04,20.73,0.04,20.66,0.17,21.24,5.213479718818464,0.1158408204750595,3.31747140239069,4.761,5.7139999999999995,2.71,13.8,0.15,15.756807912393825,14.396807912393825,13.836807912393827,13.556807912393825,13.486807912393825,14.08134124572716
2006_BE202,157741,2453766.88382,21.9,0.19,20.35,0.03,19.77,0.03,19.48,0.03,19.34,0.05,20.0,5.220502767488804,0.09373232015998507,9.47142964005386,4.4830000000000005,5.437,2.83,12.6,0.15,14.965359640662484,13.415359640662489,12.835359640662483,12.545359640662484,12.405359640662484,13.088626307329152
2006_BE202,157741,2453741.94547,22.67,0.32,21.02,0.03,20.43,0.03,20.11,0.03,20.0,0.1,20.67,5.220502767488804,0.09373232015998507,9.47142964005386,4.6960000000000015,5.452000000000001,7.12,12.6,0.15,15.62858032298903,13.978580322989027,13.388580322989027,13.068580322989028,12.958580322989027,13.64621365632236
2001_SJ256,158231,2453360.00028,22.37,0.25,21.0,0.05,20.49,0.03,20.28,0.04,20.21,0.12,20.69,5.204662210420278,0.02213881621296635,7.918205672321539,4.512,5.157,8.84,13.3,0.15,15.536168888089993,14.166168888089993,13.656168888089994,13.446168888089993,13.376168888089992,13.878868888089993
2001_WW25,158333,2453441.7110900003,23.74,0.78,21.81,0.06,21.26,0.06,21.04,0.07,21.06,0.24,21.48,5.222026844278021,0.1144604582478211,3.889977327687328,4.716,5.6,5.07,13.7,0.15,16.631190882853733,14.701190882853739,14.151190882853742,13.93119088285374,13.951190882853739,14.391357549520409
2000_YB131,160135,2452338.66152,21.19,0.11,19.77,0.02,19.13,0.02,18.85,0.03,18.69,0.04,19.39,5.161010179658219,0.04828342822514693,17.32941890149831,4.477,5.399,4.26,12.1,0.15,14.273497890726563,12.853497890726562,12.213497890726561,11.933497890726564,11.773497890726563,12.492964557393227
2000_YB131,160135,2452345.67727,21.25,0.1,19.83,0.06,19.22,0.02,18.93,0.02,18.82,0.04,19.47,5.161010179658219,0.04828342822514693,17.32941890149831,4.523,5.397,5.48,12.1,0.15,14.312104970944338,12.892104970944336,12.282104970944335,11.992104970944338,11.882104970944338,12.548471637611
2000_YB131,160135,2452318.7877,21.02,0.1,19.58,0.04,18.94,0.02,18.68,0.02,18.57,0.04,19.2,5.161010179658219,0.04828342822514693,17.32941890149831,4.423,5.402,1.52,12.1,0.15,14.12864240389482,12.688642403894818,12.04864240389482,11.788642403894821,11.67864240389482,12.328109070561487
2001_TW252,160164,2452231.73586,21.95,0.19,20.87,0.03,20.29,0.03,20.12,0.03,20.03,0.11,20.52,5.188687004712789,0.03764676276392995,9.8301814496856,4.461,5.222,7.49,13.2,0.15,15.113654546357285,14.033654546357287,13.453654546357287,13.283654546357287,13.193654546357285,13.706921213023953
2001_TW252,160164,2452207.8288,22.57,0.3,20.73,0.03,20.18,0.02,19.98,0.03,19.89,0.54,20.4,5.188687004712789,0.03764676276392995,9.8301814496856,4.274,5.23,3.34,13.2,0.15,15.823318966523376,13.983318966523376,13.433318966523375,13.233318966523376,13.143318966523376,13.673485633190046
2001_TW252,160164,2452196.86582,21.98,0.24,20.57,0.03,20.08,0.03,19.76,0.03,19.78,0.1,20.28,5.188687004712789,0.03764676276392995,9.8301814496856,4.242,5.233,1.42,13.2,0.15,15.24839300539896,13.83839300539896,13.348393005398956,13.02839300539896,13.04839300539896,13.562359672065625
2006_BL226,160465,2453387.89201,22.12,0.2,20.98,0.03,20.48,0.03,20.3,0.04,20.08,0.12,20.68,5.284612931200306,0.05046472474972953,2.714245732339009,4.248,5.215,2.23,13.6,0.15,15.392805895820189,14.252805895820188,13.752805895820188,13.572805895820188,13.352805895820186,13.971139229153525
2006_BL226,160465,2453879.64796,23.98,0.94,21.79,0.07,21.42,0.06,21.07,0.07,20.75,0.18,21.56,5.284612931200306,0.05046472474972953,2.714245732339009,4.874,5.062,11.5,13.6,0.15,17.018961671645293,14.828961671645295,14.458961671645296,14.108961671645295,13.788961671645296,14.620528338311965
2006_BL226,160465,2451819.87231,22.23,0.41,21.07,0.04,20.64,0.04,20.51,0.05,20.36,0.17,20.81,5.284612931200306,0.05046472474972953,2.714245732339009,4.522,5.52,0.75,13.6,0.15,15.243651821307301,14.083651821307301,13.653651821307301,13.523651821307304,13.373651821307304,13.841418487973964
1996_TA58,160534,2452345.7153,21.99,0.17,20.79,0.03,20.23,0.03,19.92,0.03,19.73,0.07,20.46,5.210925433616159,0.1134566503333939,10.6329718487224,4.879,5.8320000000000025,3.06,12.9,0.15,14.719258332889074,13.519258332889075,12.959258332889078,12.64925833288908,12.459258332889078,13.20379166622241
1996_TA58,160534,2452318.82547,22.49,0.27,20.78,0.03,20.2,0.02,19.92,0.03,19.72,0.07,20.44,5.210925433616159,0.1134566503333939,10.6329718487224,4.863,5.831,2.08,12.9,0.15,15.226763445053887,13.516763445053892,12.93676344505389,12.656763445053892,12.45676344505389,13.190030111720555
2002_EP106,161017,2452345.7781,21.79,0.18,20.09,0.03,19.58,0.02,19.44,0.02,19.36,0.06,19.78,5.314755350083508,0.0367243933568548,10.11154998672041,4.41,5.393,1.68,12.7,0.15,14.908654951219996,13.208654951219994,12.698654951219993,12.558654951219996,12.478654951219996,12.921354951219994
2002_EK158,161020,2452318.8447,22.13,0.28,21.05,0.15,20.53,0.04,20.28,0.04,19.95,0.13,20.74,5.164613603601288,0.05977436093647105,1.669964386575393,4.335,5.279,3.47,13.5,0.15,15.332296180934062,14.252296180934064,13.732296180934064,13.482296180934064,13.152296180934062,13.95936284760073
2002_EK158,161020,2452338.71912,21.96,0.38,20.75,0.04,20.22,0.03,19.99,0.04,19.95,0.15,20.44,5.164613603601288,0.05977436093647105,1.669964386575393,4.297,5.287000000000001,0.71,13.5,0.15,15.178126679554927,13.968126679554928,13.438126679554927,13.208126679554924,13.168126679554927,13.66956001288826
2002_EK158,161020,2452345.73471,22.56,0.4,20.88,0.04,20.3,0.03,20.12,0.04,20.04,0.09,20.53,5.164613603601288,0.05977436093647105,1.669964386575393,4.313,5.29,2.18,13.5,0.15,15.768824349094313,14.088824349094311,13.508824349094315,13.328824349094315,13.248824349094312,13.76209101576098
2002_FM38,161027,2452338.76137,21.75,0.16,20.36,0.03,19.84,0.03,19.65,0.03,19.59,0.06,20.05,5.217361420412419,0.08441831496321762,7.319125762277335,4.596,5.569,2.17,12.8,0.15,14.709213810469967,13.319213810469966,12.799213810469967,12.609213810469965,12.549213810469967,13.026280477136636
2002_GG181,161044,2451878.95649,22.11,0.17,20.6,0.03,20.04,0.03,19.79,0.03,19.75,0.09,20.27,5.214923561606505,0.05838637799588287,11.65003359655608,4.879,5.146,10.87,12.6,0.15,15.110997000067027,13.600997000067036,13.04099700006703,12.79099700006703,12.750997000067027,13.285530333400366
2006_BL56,161646,2451819.85755,22.99,0.63,21.53,0.32,20.84,0.05,20.6,0.06,20.33,0.14,21.13,5.2882532617005324,0.05154472270115579,0.5580111088402231,4.467,5.46,1.45,14.0,0.15,16.053957024117118,14.593957024117124,13.903957024117119,13.663957024117124,13.39395702411712,14.205257024117119
2006_DM16,161664,2451792.92972,21.13,0.14,19.86,0.03,19.38,0.02,19.19,0.02,19.11,0.06,19.57,5.2898806261153695,0.04387732605310137,13.404444061852471,4.185,5.15,3.63,12.6,0.15,14.462486543147651,13.192486543147652,12.712486543147651,12.522486543147654,12.442486543147652,12.922086543147651
2007_EO34,161916,2453352.87689,22.59,0.28,21.12,0.04,20.51,0.03,20.28,0.04,20.4,0.16,20.76,5.2807170884226124,0.06469468460537481,5.330482959986889,4.914,5.649,7.12,12.9,0.15,15.372966365598051,13.902966365598054,13.292966365598055,13.062966365598054,13.182966365598052,13.559333032264721
2007_EO34,161916,2453354.83417,22.41,0.29,21.15,0.04,20.56,0.03,20.34,0.04,20.21,0.12,20.8,5.2807170884226124,0.06469468460537481,5.330482959986889,4.8919999999999995,5.65,6.85,12.9,0.15,15.202325519081569,13.942325519081571,13.352325519081571,13.132325519081569,13.002325519081571,13.609958852414902
2007_EO34,161916,2453351.89755,23.4,0.72,21.28,0.05,20.59,0.03,20.4,0.04,20.21,0.13,20.87,5.2807170884226124,0.06469468460537481,5.330482959986889,4.926,5.649,7.25,12.9,0.15,16.177670088802937,14.057670088802945,13.367670088802946,13.17767008880294,12.987670088802945,13.668970088802945
2001_AG51,162811,2452345.70755,21.73,0.14,20.32,0.03,19.78,0.02,19.6,0.03,19.52,0.07,19.99,5.142825543615818,0.05465835778596555,3.44470863757661,4.22,5.159,3.98,12.9,0.15,15.04061010582509,13.63061010582509,13.09061010582509,12.910610105825093,12.830610105825093,13.32641010582509
2001_BD49,162822,2452345.77374,21.67,0.15,20.04,0.03,19.42,0.02,19.15,0.02,18.96,0.04,19.67,5.194133914429088,0.07084513220545745,24.388981943811284,4.136,5.125,1.24,12.8,0.15,15.038628000931613,13.408628000931607,12.788628000931613,12.518628000931606,12.328628000931616,13.059361334264945
2001_DY103,162861,2453504.84942,21.44,0.25,20.51,0.03,19.88,0.03,19.55,0.03,19.56,0.12,20.13,5.204678539953142,0.1524386396346285,28.658781017189927,4.824,5.682,5.85,11.7,0.15,14.250457357404942,13.320457357404942,12.69045735740494,12.36045735740494,12.37045735740494,12.965557357404942
2002_CL130,163155,2452345.71727,21.41,0.13,20.02,0.02,19.45,0.02,19.26,0.02,19.19,0.06,19.68,5.1509695660356245,0.02639307181178823,4.393827881148712,4.1419999999999995,5.098,3.4,12.7,0.15,14.786950371546588,13.396950371546588,12.826950371546587,12.63695037154659,12.566950371546593,13.075850371546588
2002_CL130,163155,2452318.82726,21.57,0.11,19.93,0.02,19.38,0.02,19.21,0.02,19.04,0.15,19.6,5.1509695660356245,0.02639307181178823,4.393827881148712,4.126,5.093,2.51,12.7,0.15,14.957485500933444,13.317485500933444,12.767485500933445,12.597485500933445,12.427485500933445,13.00765216760011
2003_FR72,163702,2452730.91065,21.12,0.12,19.73,0.03,19.22,0.03,19.03,0.03,18.87,0.05,19.42,5.2844004833532106,0.02349213051023196,19.827312128913512,4.27,5.232,3.29,12.3,0.15,14.374521948293829,12.984521948293828,12.474521948293829,12.284521948293829,12.124521948293829,12.697221948293828
2002_EU14,166148,2452318.82176,21.67,0.12,20.25,0.02,19.74,0.03,19.47,0.03,19.31,0.04,19.94,5.219415349102572,0.07973707194020647,26.37191409260212,3.9189999999999996,4.891,2.29,13.1,0.15,15.257135368503079,13.837135368503075,13.327135368503075,13.057135368503074,12.897135368503074,13.549835368503075
2002_EU14,166148,2452729.76055,21.47,0.15,20.09,0.03,19.59,0.03,19.38,0.03,19.33,0.05,19.79,5.219415349102572,0.07973707194020647,26.37191409260212,3.833,4.79,3.82,13.1,0.15,15.15062833665542,13.770628336655422,13.270628336655422,13.06062833665542,13.010628336655419,13.488961669988756
2002_GY127,166285,2451960.74623,21.82,0.15,20.3,0.03,19.88,0.02,19.7,0.03,19.69,0.07,20.04,5.239538360112103,0.06390460783493808,5.1237162885411935,3.9530000000000003,4.937,1.25,13.3,0.15,15.36805029218749,13.84805029218749,13.428050292187493,13.248050292187493,13.238050292187493,13.611450292187493
2005_JJ143,168033,2452345.75358,22.27,0.33,20.64,0.04,20.16,0.03,19.97,0.03,19.9,0.08,20.35,5.21899604917656,0.1383598845226047,5.668821046488088,4.8919999999999995,5.877999999999999,1.3,12.8,0.15,14.976419849495793,13.346419849495792,12.866419849495792,12.67641984949579,12.60641984949579,13.076019849495792
1996_TZ19,168364,2452345.70448,21.93,0.24,20.56,0.03,19.96,0.03,19.81,0.03,19.72,0.23,20.2,5.204221619847781,0.03815476858274059,9.11145132076635,4.422,5.357,3.95,12.9,0.15,15.057298076922224,13.687298076922223,13.087298076922233,12.937298076922223,12.847298076922224,13.349298076922224
1996_TZ19,168364,2452338.68883,21.43,0.13,20.3,0.02,19.75,0.02,19.53,0.02,19.53,0.06,19.97,5.204221619847781,0.03815476858274059,9.11145132076635,4.3919999999999995,5.359,2.59,12.9,0.15,14.571269557571766,13.441269557571768,12.891269557571766,12.671269557571769,12.671269557571769,13.131436224238431
2008 AH32,178268,2451792.91091,24.64,2.27,20.83,0.04,20.14,0.03,24.38,0.97,20.27,0.25,20.43,5.26370812020076,0.01695619890557661,11.97364356378634,4.3140087611918085,5.304005925823,2.2868,12.98,0.15,17.84257488315359,14.032574883153586,13.342574883153588,17.58257488315359,13.47257488315359,13.64387488315359
2008 AH32,178268,2453387.8776700003,21.91,0.18,20.47,0.03,19.8,0.02,19.5,0.02,19.35,0.06,20.07,5.26370812020076,0.01695619890557661,11.97364356378634,4.24177700221894,5.215213005119,1.7465,12.98,0.15,15.1859005791293,13.745900579129298,13.0759005791293,12.775900579129301,12.6259005791293,13.368467245795966
Phaenops,181751,2452196.88271,22.41,0.36,20.85,0.1,20.24,0.03,19.98,0.04,19.9,0.12,20.48,5.216979341525798,0.09162723572311353,15.970689687331,4.73489749541363,5.7242449214820015,1.3952,13.03,0.15,15.244856054907107,13.684856054907108,13.074856054907105,12.814856054907107,12.734856054907105,13.341222721573773
Phaenops,181751,2452225.71782,22.68,0.3,21.13,0.04,20.51,0.03,20.26,0.04,20.07,0.1,20.76,5.216979341525798,0.09162723572311353,15.970689687331,4.85911169565208,5.72389909304,5.2273,13.03,0.15,15.458755744050537,13.908755744050536,13.288755744050537,13.038755744050537,12.848755744050536,13.55948907738387
Phaenops,181751,2452231.752,22.56,0.52,21.2,0.04,20.51,0.03,20.28,0.04,20.0,0.09,20.79,5.216979341525798,0.09162723572311353,15.970689687331,4.91480900689817,5.72373914367,6.1342,13.03,0.15,15.314067608530838,13.954067608530838,13.26406760853084,13.03406760853084,12.75406760853084,13.56536760853084
Phaenops,181751,2452234.72239,22.66,0.35,21.18,0.04,20.66,0.04,20.34,0.04,20.02,0.18,20.87,5.216979341525798,0.09162723572311353,15.970689687331,4.94550337210147,5.723649281988,6.5518,13.03,0.15,15.400582416371265,13.920582416371264,13.400582416371265,13.080582416371264,12.760582416371264,13.62764908303793
2002 WT23,186544,2451814.86482,21.93,0.22,20.45,0.04,19.87,0.02,19.62,0.06,19.55,0.09,20.1,5.162360181828467,0.09303703697158457,9.713524765034107,4.14739359482074,5.132186357218,2.3089,12.94,0.15,15.289611647619989,13.809611647619988,13.229611647619992,12.979611647619992,12.909611647619991,13.482878314286655
2004 YU36,187019,2451813.80552,21.46,0.25,20.14,0.03,19.51,0.03,19.25,0.03,19.25,0.08,19.77,5.25212923134838,0.05520735488980477,12.166241388400787,4.03031594914307,5.014889228007,2.4042,12.87,0.15,14.931997811591534,13.611997811591534,12.981997811591535,12.721997811591535,12.721997811591535,13.257097811591535
2004 YU36,187019,2452282.65871,21.41,0.18,20.79,0.04,20.24,0.03,19.94,0.03,19.8,0.11,20.46,5.25212923134838,0.05520735488980477,12.166241388400787,4.6226088546339605,4.9296835367,11.2272,12.87,0.15,14.621469063541682,14.001469063541679,13.45146906354168,13.151469063541686,13.011469063541682,13.691635730208347
2005 WN57,187436,2454173.78961,21.85,0.2,20.48,0.03,19.89,0.03,19.63,0.03,19.62,0.07,20.13,5.309021076569889,0.1136452274635481,20.44285178770955,4.56159259266183,5.460464558463,4.8838,12.62,0.15,14.868269563161519,13.498269563161518,12.908269563161518,12.648269563161518,12.638269563161519,13.165902896494849
2006 BV72,187471,2452170.89348,22.45,0.26,21.21,0.03,20.67,0.03,20.51,0.04,20.4,0.16,20.89,5.261281446172191,0.06755858360124317,8.346956692604747,4.22965924294449,5.117199073287,5.811,13.49,0.15,15.773311535134738,14.53331153513474,13.99331153513474,13.83331153513474,13.723311535134735,14.22911153513474
2008 DM56,187692,2452253.6912700003,22.97,1.02,21.0,0.06,20.58,0.06,20.33,0.06,21.32,0.49,20.75,5.219492866017831,0.01876342272107042,27.30445712415636,5.00822503487991,5.331167378531,10.327,12.83,0.15,15.837469236162601,13.8674692361626,13.4474692361626,13.1974692361626,14.1874692361626,13.630869236162601
1996 HN17,187755,2453350.9342400003,22.96,0.33,21.3,0.04,20.76,0.04,20.54,0.05,20.58,0.19,20.98,5.268885409387124,0.0991723224564871,4.6228198101913245,5.00256199760931,5.6836235018990005,7.6531,13.09,0.15,15.690911094838047,14.030911094838045,13.490911094838047,13.270911094838045,13.310911094838044,13.726711094838047
1996 HN17,187755,2453350.96528,22.81,0.3,21.29,0.04,20.8,0.04,20.59,0.04,20.17,0.13,20.99,5.268885409387124,0.0991723224564871,4.6228198101913245,5.00216628912212,5.683611444585,7.6494,13.09,0.15,15.541087474226613,14.021087474226613,13.531087474226613,13.321087474226616,12.901087474226616,13.745054140893279
2001 VG127,188060,2452207.8571,22.53,0.39,20.78,0.04,20.31,0.03,20.18,0.03,19.96,0.1,20.5,5.170881984526744,0.027011859381367118,11.0839518817412,4.32,5.292000000000002,2.47,13.36,0.15,15.734482088348123,13.984482088348123,13.51448208834812,13.384482088348124,13.164482088348125,13.719715421681455
2002 WS23,188247,2451813.79525,21.54,0.19,20.29,0.03,19.64,0.02,19.41,0.03,19.25,0.08,19.91,5.2207665924517945,0.05535536400621311,6.847276217582593,4.08151657195707,5.065159847863,2.4353,13.02,0.15,14.962926401542015,13.712926401542015,13.062926401542015,12.832926401542014,12.672926401542014,13.346759734875347
2002 XM117,188257,2452225.76159,22.12,0.22,20.79,0.04,20.28,0.04,20.02,0.03,20.18,0.12,20.48,5.198605761825432,0.03572407696627606,15.61932717770092,4.42887462486251,5.339231637677,4.5739,13.2,0.15,15.251139255323784,13.921139255323784,13.411139255323784,13.151139255323784,13.311139255323784,13.633839255323783
2002 XM117,188257,2452170.92032,22.2,0.24,21.04,0.05,20.47,0.03,20.34,0.04,20.01,0.13,20.7,5.198605761825432,0.03572407696627606,15.61932717770092,4.52767607404733,5.330400989098,7.0592,13.2,0.15,15.286823854120392,14.126823854120392,13.556823854120395,13.426823854120393,13.096823854120395,13.805723854120393
2002 XM117,188257,2452261.70811,22.16,0.3,21.15,0.05,20.74,0.04,20.5,0.04,20.26,0.13,20.9,5.198605761825432,0.03572407696627606,15.61932717770092,4.80888057003222,5.344560624107,9.3344,13.2,0.15,15.110220004627447,14.100220004627447,13.690220004627447,13.450220004627447,13.21022000462745,13.86925333796078
2002 XM117,188257,2452288.58869,22.68,0.39,21.39,0.12,20.85,0.05,20.61,0.05,20.65,0.16,21.07,5.198605761825432,0.03572407696627606,15.61932717770092,5.22047087224933,5.3482995049760005,10.5878,13.2,0.15,15.450373016367626,14.160373016367625,13.620373016367633,13.380373016367626,13.420373016367627,13.856173016367626
2006 DP129,188842,2452170.9016400003,22.54,0.31,21.58,0.05,20.95,0.04,20.78,0.06,20.71,0.18,21.21,5.199674105225784,0.03168923891771618,9.042241432431199,4.3828707903714,5.246200761819,6.1525,13.9,0.15,15.731982131226175,14.771982131226174,14.141982131226175,13.971982131226179,13.90198213122618,14.417082131226175
2006 DP129,188842,2452207.85579,23.25,0.58,21.69,0.08,20.99,0.05,20.66,0.05,20.72,0.2,21.28,5.199674105225784,0.03168923891771618,9.042241432431199,4.26605908096023,5.237341872264,2.5761,13.9,0.15,16.504311052372028,14.944311052372033,14.244311052372026,13.914311052372033,13.974311052372027,14.549977719038695
2006 DP129,188842,2453387.8928400003,22.68,0.32,21.26,0.05,20.69,0.04,20.57,0.05,20.23,0.15,20.92,5.199674105225784,0.03168923891771618,9.042241432431199,4.03731658168963,5.003325790813,2.3861,13.9,0.15,16.153242058555254,14.733242058555255,14.163242058555255,14.043242058555254,13.703242058555254,14.412142058555254
2008 FY88,188986,2451792.90196,22.45,0.39,21.23,0.05,20.6,0.04,20.36,0.06,20.6,0.23,20.86,5.187057199703641,0.04241083688368796,4.653297707967282,4.42330250115514,5.421755172004,1.6371,13.8,0.15,15.550567283111313,14.330567283111312,13.700567283111312,13.460567283111313,13.700567283111312,13.975667283111312
2008 FY88,188986,2453766.90749,22.52,0.23,21.03,0.07,20.52,0.04,20.2,0.04,20.12,0.08,20.72,5.187057199703641,0.04241083688368796,4.653297707967282,4.07005762562857,4.9827602810650005,4.7323,13.8,0.15,15.984647239459855,14.494647239459855,13.984647239459855,13.664647239459855,13.584647239459855,14.207347239459855
